City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,xining,36.6167,101.7667,20.36,72,94,2.26,CN,1721395409
364,gambela,8.25,34.5833,28.7,71,87,1.13,ET,1721395409
365,san matias,-16.3667,-58.4,27.86,32,5,2.12,BO,1721395409
366,santiago de surco,-12.15,-77.0167,16.63,84,100,2.57,PE,1721395410
367,dudinka,69.4058,86.1778,12.66,47,11,7.76,RU,1721395410
368,shenjiamen,29.9576,122.298,26.6,90,96,9.65,CN,1721395410
369,zelenoborskiy,66.845,32.3622,16.41,70,98,4.41,RU,1721395410
370,palermo,37.8167,13.5833,29.18,26,0,5.62,IT,1721395410
371,margate,51.3813,1.3862,25.5,68,11,0.45,GB,1721394865
372,kizner,56.2749,51.508,24.03,60,99,1.75,RU,1721395411
373,sabang,5.8933,95.3214,29.36,80,90,6.74,ID,1721395411
374,weno,7.4515,151.8468,28.66,78,88,7.83,FM,1721395411
375,taoudenni,22.6783,-3.9836,48.01,4,0,5.11,ML,1721395270
376,yelizovo,53.1873,158.3805,10.08,100,0,2.0,RU,1721395411
377,riviere-du-loup,47.8304,-69.5342,19.15,68,6,2.57,CA,1721395156
378,al ghayzah,16.2079,52.176,30.98,66,100,4.89,YE,1721395412
379,votuporanga,-20.4228,-49.9728,25.33,27,0,3.51,BR,1721394875
380,dejen,10.1667,38.1333,20.26,58,60,3.01,ET,1721395412
381,hastings,50.8552,0.5729,28.47,80,21,2.65,GB,1721395412
382,laguna,38.421,-121.4238,21.36,64,0,0.0,US,1721395308
383,altai,46.3722,96.2583,14.93,69,100,10.31,MN,1721395413
384,pauini,-7.7136,-66.9764,26.07,50,100,0.81,BR,1721395413
385,dakhla,23.6848,-15.958,23.01,78,20,8.75,EH,1721395413
386,goalpara,26.1667,90.6167,30.1,80,100,2.7,IN,1721395413
387,howrah,22.5892,88.3103,28.0,100,75,3.6,IN,1721395413
388,santo antonio do ica,-3.1022,-67.9397,27.14,65,6,0.94,BR,1721395414
389,isangel,-19.55,169.2667,20.77,75,0,4.93,VU,1721395414
390,yinchuan,38.4681,106.2731,35.24,20,0,2.5,CN,1721395414
391,milici,44.1711,19.0903,30.65,50,52,2.47,BA,1721395414
392,bischofshofen,47.4167,13.2167,31.7,66,27,1.94,AT,1721395415
393,olinda,-8.0089,-34.8553,27.85,69,40,7.2,BR,1721395166
394,chandler,33.3062,-111.8412,32.86,42,40,3.6,US,1721394903
395,lodja,-3.4833,23.4333,39.39,13,4,0.91,CD,1721395415
396,saint-pierre,-21.3393,55.4781,24.2,68,20,6.69,RE,1721395415
397,kangding,30.0513,101.9603,19.76,100,100,1.45,CN,1721395416
398,sandnessjoen,66.0217,12.6316,16.29,94,75,1.03,NO,1721395416
399,minas de marcona,-15.2119,-75.1103,11.45,77,0,1.41,PE,1721395416
400,verkhovazh'ye,60.7472,42.0465,25.51,45,100,1.83,RU,1721395416
401,san luis de la loma,17.2706,-100.8939,25.59,72,100,1.71,MX,1721395416
402,santa ana de yacuma,-13.75,-65.4333,20.97,83,0,0.0,BO,1721395416
403,zhengjiatun,43.5064,123.5064,26.71,53,0,9.09,CN,1721395417
404,al jubayl,27.0112,49.6583,38.18,38,10,4.19,SA,1721395417
405,tagta,41.6504,59.9164,34.97,23,0,6.17,TM,1721395417
406,sibay,52.7181,58.6658,22.88,56,12,1.64,RU,1721395417
407,villa gesell,-37.2639,-56.973,10.59,74,9,9.52,AR,1721395178
408,horta,38.5333,-28.6333,23.9,76,20,5.14,PT,1721395418
409,morehead city,34.7229,-76.726,26.11,89,75,1.54,US,1721395252
410,chernyshevskiy,63.0128,112.4714,15.77,70,9,1.94,RU,1721395418
411,galle,6.0367,80.217,29.4,82,100,5.4,LK,1721395419
412,antalaha,-14.9003,50.2788,24.46,61,100,5.7,MG,1721395419
413,portland,45.5234,-122.6762,16.13,89,0,1.79,US,1721394842
414,bambanglipuro,-7.95,110.2833,24.03,83,86,5.76,ID,1721395419
415,scarborough,54.2797,-0.4044,27.18,55,47,5.45,GB,1721395419
416,soanierana ivongo,-16.9167,49.5833,23.87,62,13,2.39,MG,1721395420
417,marka,1.7159,44.7717,26.34,70,78,9.38,SO,1721395420
418,brisas de zicatela,15.8369,-97.0419,26.43,79,10,1.21,MX,1721395420
419,vilyuchinsk,52.9306,158.4028,10.15,91,29,0.64,RU,1721395420
420,cockburn town,21.4612,-71.1419,28.13,84,5,9.41,TC,1721395420
421,juegang,32.3174,121.1855,25.86,93,100,6.12,CN,1721395420
422,santa vitoria do palmar,-33.5189,-53.3681,13.97,80,0,1.67,BR,1721395421
423,dhidhdhoo,6.8833,73.1,28.64,78,100,7.53,MV,1721395421
424,severo-yeniseyskiy,60.3725,93.0408,17.22,95,100,1.72,RU,1721395421
425,san jose de jachal,-30.2406,-68.7469,4.75,72,100,0.98,AR,1721395421
426,mili,6.0815,171.735,27.93,76,91,7.05,MH,1721395421
427,papao,-17.75,-149.55,25.82,76,100,7.48,PF,1721395422
428,pangody,65.85,74.4859,20.56,49,77,5.24,RU,1721395422
429,vidyayevo,69.3191,32.8049,18.19,69,62,6.02,RU,1721395422
430,vondrozo,-22.8167,47.2833,21.77,58,0,2.23,MG,1721395422
431,bathsheba,13.2167,-59.5167,30.34,79,40,8.75,BB,1721395422
432,alice springs,-23.7,133.8833,11.75,32,5,3.6,AU,1721395423
433,bandarbeyla,9.4942,50.8122,31.07,54,71,14.43,SO,1721395423
434,pokhara,28.2333,83.9833,25.01,85,80,1.05,NP,1721395423
435,tubarao,-28.4667,-49.0069,18.47,67,0,0.69,BR,1721395393
436,farsala,39.2947,22.3847,37.58,17,2,6.22,GR,1721395423
437,bondo,3.8146,23.6866,28.51,60,99,1.57,CD,1721395424
438,mont-dore,-22.2833,166.5833,21.67,99,50,5.02,NC,1721395424
439,opuwo,-18.0607,13.84,29.1,9,7,1.78,NA,1721395273
440,zhezqazghan,47.7833,67.7667,29.32,24,40,4.0,KZ,1721395424
441,manati,18.4275,-66.4921,29.94,83,96,6.58,PR,1721395425
442,queenstown,-31.8976,26.8753,16.44,15,0,9.33,ZA,1721395425
443,ocean grove,40.2121,-74.0065,24.58,63,0,3.6,US,1721395425
444,palmas,-10.2128,-48.3603,28.93,39,0,6.17,BR,1721395301
445,meridian,43.6121,-116.3915,23.17,57,0,1.54,US,1721395426
446,ak'ordat,15.5486,37.8867,32.34,46,100,3.14,ER,1721395426
447,galliano,29.4422,-90.2992,28.33,83,0,0.0,US,1721395426
448,sarangani,5.4033,125.4636,27.38,77,100,1.82,PH,1721395391
449,sweetwater,25.7634,-80.3731,31.68,79,75,2.57,US,1721395427
450,yaren,-0.5472,166.916,28.78,73,46,5.49,NR,1721395427
451,hohhot,40.8106,111.6522,21.16,64,20,2.0,CN,1721395427
452,conduaga,8.862,117.4893,25.51,89,100,1.48,PH,1721395427
453,tanout,14.9709,8.8879,30.51,52,100,5.96,NE,1721395428
454,pudozh,61.8099,36.5345,20.59,77,44,2.56,RU,1721395428
455,mirny,62.5353,113.9611,15.07,69,84,2.12,RU,1721395428
456,kupang,-10.1667,123.5833,24.32,69,0,4.12,ID,1721395428
457,cacu,-18.5567,-51.1308,26.38,31,0,2.95,BR,1721395428
458,magistral'nyy,56.1725,107.4458,20.66,73,87,1.76,RU,1721395428
459,chom thong,18.4174,98.6743,29.14,93,96,2.33,TH,1721395429
460,bandar lampung,-5.4254,105.258,23.19,95,45,0.73,ID,1721395429
461,yigo village,13.5361,144.8886,25.63,93,75,3.6,GU,1721395429
462,tiffin,41.1145,-83.178,20.75,78,0,1.44,US,1721395309
463,lerwick,60.1545,-1.1494,17.0,91,100,8.4,GB,1721395429
464,north bend,43.4065,-124.2243,13.81,94,0,1.3,US,1721395430
465,bikenibeu village,1.3673,173.1241,28.98,79,75,2.06,KI,1721395430
466,notodden,59.5594,9.2585,26.95,44,0,4.12,NO,1721395430
467,seosan,36.7817,126.4522,22.39,96,16,3.07,KR,1721395430
468,el estor,15.5333,-89.35,22.58,95,99,1.29,GT,1721395430
469,kayangel,8.0823,134.7173,28.47,77,100,8.42,PW,1721395430
470,glace bay,46.1969,-59.957,23.94,85,75,4.63,CA,1721395431
471,santa elena de uairen,4.6167,-61.1333,22.64,76,0,2.09,VE,1721395431
472,yulinshi,38.2906,109.7494,29.84,29,0,3.68,CN,1721395431
473,port lincoln,-34.7333,135.8667,10.27,64,11,15.34,AU,1721395431
474,brookings,44.3114,-96.7984,19.65,85,0,5.66,US,1721395431
475,vung tau,10.346,107.0843,25.43,87,100,5.81,VN,1721395432
476,xai-xai,-25.0519,33.6442,25.64,46,0,3.81,MZ,1721395432
477,mantua,45.1667,10.7833,35.61,50,0,1.34,IT,1721395432
478,kourou,5.1552,-52.6478,28.03,75,98,1.52,GF,1721395432
479,amga,60.8953,131.9608,17.67,97,100,1.86,RU,1721395432
480,luanda,-8.8368,13.2343,23.91,69,4,5.89,AO,1721395412
481,tyukhtet,56.5389,89.3011,21.88,87,15,1.9,RU,1721395433
482,labrador city,52.9463,-66.9114,17.95,63,20,3.6,CA,1721395433
483,lhasa,29.65,91.1,21.34,48,100,0.34,CN,1721395433
484,tofol,5.3248,163.0078,28.86,73,17,8.53,FM,1721395433
485,mubende,0.5606,31.39,24.47,49,100,1.68,UG,1721395433
486,hesla,24.0667,85.8833,32.55,55,94,5.37,IN,1721395434
487,dhuusamarreeb,5.535,46.3861,31.71,39,100,10.91,SO,1721395434
488,loa janan,-0.583,117.095,23.52,89,39,1.25,ID,1721395434
489,harper,4.375,-7.7169,25.93,77,63,4.61,LR,1721395434
490,miles city,46.4083,-105.8406,21.54,60,0,2.57,US,1721395434
491,pacific grove,36.6177,-121.9166,14.45,94,100,3.58,US,1721395434
492,happy valley-goose bay,53.3168,-60.3315,13.17,94,100,5.14,CA,1721395367
493,juhaynah,26.6732,31.4976,41.03,11,29,7.11,EG,1721395435
494,arar,30.9753,41.0381,44.01,7,0,8.75,SA,1721395435
495,ulladulla,-35.35,150.4667,11.55,63,100,5.24,AU,1721395435
496,novotroitsk,51.203,58.3266,23.39,54,37,4.61,RU,1721395436
497,conception bay south,47.4999,-52.9981,22.53,90,100,7.2,CA,1721395436
498,qamdo,31.1667,97.2333,15.23,62,100,1.88,CN,1721395436
499,kulebaki,55.4133,42.5325,21.01,70,100,2.84,RU,1721395436
500,narasannapeta,18.4167,84.05,28.68,82,100,2.02,IN,1721395436
501,hamada,34.8833,132.0833,26.72,80,99,3.03,JP,1721395437
502,limon,10.0,-83.0333,26.14,100,0,0.0,CR,1721395437
503,serdar,38.9764,56.2757,37.4,19,49,6.67,TM,1721395437
504,orivesi,61.6777,24.3572,19.02,70,41,2.24,FI,1721395437
505,nar'yan-mar,67.6713,53.087,12.6,56,0,7.77,RU,1721395437
506,yuzhno-kurilsk,44.0306,145.8556,15.68,100,100,3.51,RU,1721395437
507,akureyri,65.6835,-18.0878,15.96,55,40,6.69,IS,1721395438
508,hengchun,22.0042,120.7439,29.57,79,3,6.94,TW,1721395438
509,pontevedra,42.431,-8.6444,27.82,63,22,2.72,ES,1721395438
510,auki,-8.7676,160.7034,24.84,92,21,2.62,SB,1721395438
511,barysh,53.6553,47.1123,28.36,32,100,2.32,RU,1721395438
512,bata,1.8639,9.7658,26.48,74,36,6.56,GQ,1721395438
513,stornoway,58.2093,-6.3865,17.24,82,40,6.69,GB,1721395439
514,taro,-8.3862,115.28,22.0,98,87,0.55,ID,1721395439
515,argo,37.6333,22.7333,35.44,21,0,8.71,GR,1721395439
516,mongo,12.1844,18.693,33.7,44,97,0.75,TD,1721395439
517,ghanzi,-21.5667,21.7833,28.64,8,0,3.19,BW,1721395439
518,paita,-5.0892,-81.1144,17.25,85,100,4.8,PE,1721395440
519,cottage grove,44.8277,-92.9438,20.72,75,75,1.54,US,1721395440
520,huanggang,23.677,116.9996,29.94,82,5,1.23,CN,1721395440
521,carutapera,-1.195,-46.02,29.91,60,17,2.85,BR,1721395440
522,qarqaraly,49.4058,75.4742,21.4,46,100,2.22,KZ,1721395440
523,kastellaun,50.0667,7.45,28.77,47,0,1.54,DE,1721395441
524,mejit,10.2753,170.8646,27.69,78,50,9.42,MH,1721395441
525,pryluky,50.5932,32.3876,31.12,28,79,6.62,UA,1721395441
526,mavrodin,44.0333,25.25,38.36,22,68,3.28,RO,1721395441
527,punta alta,-38.8759,-62.0736,6.77,68,68,5.27,AR,1721395303
528,san jose del cabo,23.0589,-109.6977,29.16,47,0,2.06,MX,1721395441
529,tshabong,-26.05,22.45,21.47,17,0,2.65,BW,1721395442
530,nizhnevartovsk,60.9344,76.5531,21.01,73,0,2.0,RU,1721395442
531,singrauli,24.1997,82.6753,32.31,52,21,2.12,IN,1721395442
532,kavieng,-2.5744,150.7967,26.08,89,100,5.89,PG,1721395442
533,codrington,-38.2667,141.9667,9.04,97,100,4.22,AU,1721395442
534,dasnapur,19.654,78.5121,28.41,80,100,3.51,IN,1721395443
535,el naranjo,21.4667,-98.6,23.92,92,78,0.54,MX,1721395271
536,boa vista,2.8197,-60.6733,25.99,83,40,1.54,BR,1721395443
537,sai kung,22.3822,114.2728,30.66,85,66,3.62,CN,1721395443
538,santa ana,33.7456,-117.8678,20.42,89,100,1.54,US,1721394901
539,katsuura,35.1333,140.3,26.16,93,100,9.25,JP,1721395444
540,khandyga,62.6667,135.6,17.93,92,100,1.17,RU,1721395444
541,ternate,0.8,127.4,26.88,80,98,3.57,ID,1721395444
542,blacksburg,37.2296,-80.4139,22.09,71,75,2.57,US,1721395444
543,simpang,-1.2667,104.0833,25.91,81,73,0.15,ID,1721395444
544,amursk,50.2261,136.8994,19.43,97,2,3.44,RU,1721395445
545,camacupa,-12.0167,17.4833,29.64,8,6,1.66,AO,1721395445
546,howard springs,-12.497,131.047,17.95,59,1,3.64,AU,1721395445
547,natal,-5.795,-35.2094,28.12,61,40,7.2,BR,1721395150
548,klaksvik,62.2266,-6.589,10.51,93,100,5.29,FO,1721395445
549,aral,40.5156,81.2636,34.62,18,1,1.91,CN,1721395445
550,tangalle,6.024,80.7911,28.12,74,100,4.77,LK,1721395446
551,prince rupert,54.3161,-130.3201,15.05,97,100,3.6,CA,1721395446
552,ad dawadimi,24.5077,44.3924,41.64,7,100,6.59,SA,1721395446
553,hami,42.8,93.45,30.82,28,100,12.2,CN,1721395446
554,tazacorte,28.629,-17.9293,24.54,73,20,5.66,ES,1721395446
555,la foa,-21.7108,165.8276,18.89,68,79,4.82,NC,1721395447
556,cotonou,6.3654,2.4183,27.99,78,75,6.69,BJ,1721395447
557,strezhevoy,60.7333,77.5889,20.68,76,100,5.56,RU,1721395447
558,kotabumi,-4.8333,104.9,24.52,91,28,2.06,ID,1721395447
559,candido mendes,-1.4467,-45.7167,30.32,55,0,1.99,BR,1721395447
560,portage la prairie,49.9728,-98.2926,20.05,79,100,1.54,CA,1721395447
561,lautoka,-17.6167,177.4667,26.92,74,40,7.72,FJ,1721395448
562,alta,69.9689,23.2717,23.59,65,40,2.57,NO,1721395448
563,tamanrasset,22.785,5.5228,38.95,7,0,6.17,DZ,1721395448
564,inirida,3.8653,-67.9239,22.16,99,100,0.76,CO,1721395448
565,axminster,50.7826,-2.9979,27.26,68,0,3.7,GB,1721395448
566,pemangkat,1.1667,108.9667,27.56,82,9,5.78,ID,1721395449
567,jiwani,25.05,61.7417,29.63,83,100,7.15,PK,1721395449
568,mana,5.6592,-53.7767,27.93,65,10,2.33,GF,1721395449
569,tobruk,32.0836,23.9764,29.96,64,0,8.2,LY,1721395449
570,ugoofaaru,5.6667,73.0,28.6,79,71,5.86,MV,1721395449
571,shitanjing,39.2342,106.3439,31.11,27,0,5.24,CN,1721395450
572,hilo,19.7297,-155.09,21.45,98,20,2.57,US,1721395395
573,newman,37.3138,-121.0208,20.72,74,0,1.88,US,1721395450
574,hovd,48.0056,91.6419,23.49,40,100,1.98,MN,1721395450
575,obo,5.3998,26.4869,28.04,66,98,3.42,CF,1721395451
576,tete,-16.1564,33.5867,32.05,29,0,4.63,MZ,1721395451
577,reggane,26.7158,0.1714,47.3,6,95,3.75,DZ,1721395451
578,tyazhinskiy,56.116,88.524,21.21,91,57,2.45,RU,1721395451
579,rancho palos verdes,33.7445,-118.387,19.6,95,1,0.45,US,1721395451
580,callao,-12.0667,-77.15,17.07,77,100,2.57,PE,1721395322
581,prokhladnyy,43.7574,44.0297,34.43,14,100,4.21,RU,1721395452
